आत्मसंतोष,Complacency
आत्मसम्मान,self respect
आत्मीयता,Affinity
आदरकारी,Respectful
आदरपूर्वक,Respectfully
आदर्श,Ideal
आदर,Respect
आदाब,Manners
आधार,base
आधिकारिक,Official
आधुनिकता,Modernity
आधुनिक,modern
आध्यात्मिक,The spiritual
आनंददायी,Enjoyable
आनंदपूर्वक,Happily
आनंदमय,Delightful
आनंदित,Happy
आनंद,happiness
आनन्दपूर्वक,Joyfully
आभारी,Thankful
आभार,Gratitude
आमोद,Merriment
आमोदप्रमोद,Fun
आराध्य,Adorable
आरामदायक,Comfortable
आराम,rest
आराम,rest
आलादर्जे,Nobility
आलिंगन,hug
आलीशान,Luxurious
आवाहक,Drawer
आविष्कारशील,Inventive
आवेशपूर्ण,Passionate
आशावादी,Optimistic
आशावाद,Optimism
आशावान,Hopeful
आशीर्वाद,blessings
आशीर्वाद,blessings
आश्चर्यचकित,Surprised
आश्चर्यजनक,Wonderful
आश्चर्य,Surprise
आश्चर्य,Surprise
आश्च्र्यजनक,Surprising
आश्वस्त,Convinced
आश्वासनों,Assurances
आश्वासन,Assurance
आसक्ति,Attachment
आसानी,Ease
आसान,easy
इंगित,Indicated
इच्छा,wish
इच्छुक,Desirous
इनाम,the prize
इनायत,Grace
इमदादी,Servo
इलाज,treatment
इष्टतम,Optimal
ईमानदारी,Honesty
ईमानदारी,Honesty
ईमानदार,honest
ईर्ष्यापूर्वक,Jealously
ईशअनुग्रह,Grace
उचित,Suitable
उच्चगुणवत्ता,High quality
उछाल,Boom
उजागर,Exposed
उज्जवल,Brighter
उत्कट,Keen
उत्कृष्टता,Excellence
उत्कृष्ट,Excellent
उत्कृष्टप्रदर्शन,outstanding performance
उत्तम,best
उत्तरजीविता,Survival
उत्तरजीवी,Survivor
उत्तरदायी,Responsible
उत्तरवर्ती,Successor
उत्तराधिकारी,Successor
उत्तेजकता,Zest
उत्तेजक,Exciting
उत्तेजना,stimulus
उत्तेजना,stimulus
उत्तेजना,stimulus
उत्तेजित,Excited
उत्तोलन,Leverage
उत्थान,Regeneration
उत्पादक,Manufacturer
उत्पादी,Producer
उत्सव,festival
उत्सवसंबंधी,Festive
उत्साहपूर्वक,Enthusiastically
उत्साहित,Excited
उत्साही,Enthusiastic
उत्साह,excitement
उत्सुकतापूर्वक,Eagerly
उत्सुकता,Eagerness
उत्सुक,Eager
उदबोधन,Evocation
उदात्त,Sublime
उदारतापूर्वक,Generously
उदारता,Generosity
उदार,generous
उद्देश्यपूर्ण,Purposeful
उद्यमी,Entrepreneur
उन्नति,advancement
उन्नत,Advanced
उन्मादपूर्ण,Ecstatic
उपजाऊ,Fertile
उपदेश,preaching
उपयुक्त,Suitable
उपयोगी,Useful
उपलब्धियों,Achievements
उपलब्धि,Availability
उपलब्ध,available
उपाय,Solution
कुशलता,Efficiency
उबलनेवाला,Boiling
उमंग,Exaltation
उर्वर,Fertile
उल्लसित,Hilarious
उल्लासपूर्ण,Jovial
उल्लास,Glee
उल्लेखनीय,Notable
ऊंचा,the high
ऊपरउठाना,to uplift
ऊर्जाकीबचत,Energy Saving
ऊर्जाकुशल,Energy efficient
ऋणी,indebted to
ऋषिकल्प,Rishikalp
एकजुटता,Solidarity
एकता,Unity
एकीकृत,Integrated
एक्सेल,Excel
एहसान,favor
ओवरटेक,Overtake
कट्टर,Hardcore
कठोर,Rigid
कमकीमत,Low Price
कमजोखिम,low risk
कमलागत,reduced cost
करतब,Feat
करामाती,Enchanting
करिज्मा,Karisma
करिश्माई,Charismatic
कर्षण,Traction
कल्पनाशील,Imaginative
कल्पित,Fictitious
क़ाबिलियत,Qualification
काउंटरहमले,Counter
कानूनी,Legal
कापी,Copy
कामयाब,Successful
कामुक,Sensual
वादाकिया,promised
समर्थन,Support
किफायती,Economical
किरण,beam
अग्रसर,Forward
कृपा,Please
वसूली,Recovery
सराहना,Appreciation
सिफारिश,Recommendation
कुतरना,Gnaw through
कुरकुरा,Crisp
कुशलतापूर्वक,Efficiently
कुशलता,Efficiency
कुशल,Skilled
कुशाग्र,Sharp
कृतज्ञता,Gratitude
कृतज्ञ,Grateful
कृपालु,Indulgent
कॉर्नरस्टोन,Cornerstone
कोमल,Gentle
कोमल,Gentle
पुनर्जीवित,Revived
प्रेरित,Inspired
प्रोत्साहित,Encouraged
मंत्रमुग्ध,Charmed
लुभाने,Woo
शांत,The quiet
सब्सिडी,Subsidy
सरल,easy
सशक्त,Strong
सहीठहराया,Waved right
सुविधाजनक,Convenient
हराने,To defeat
कौतुक,Prodigy
कौशलपूर्वक,Skillfully
कौशल,skill
क्रान्तिकारी,Revolutionary
क्रियात्मक,Functional
क्रियाशील,Functional
परिवर्तन,Change
क्लासिक,Classic
क्षमता,The ability
क्षमा,Sorry
ख़ासकर,Especially
ख़ुशी,Happiness
ख़ुश,Happy
खिलना,To blossom
खिले,Bloom
खुलेआम,Openly
खुलेतौर,Openly
खुलेदिल,Open hearted
खुशामदी,Well-off
खुशामद,Khushmaad
खुशी,Joy
खुशीखुशी,Happiness
खुश,Happy
खूबसूरती,Beauty
खूबी,Quality
ख्याति,Fame
गंधा,The smell
गतिशील,Dynamic
गम्भीरता,Seriousness
गरमागरम,Hot
गरमी,Heat
गरम,hot
गरिमा,Dignity
गर्मी,heat
गर्म,Hot
गर्वित,Proud
गर्व,Proud
गहराई,The depth
गहरा,Deep
ग़ुलाम,Slave
गारंटी,Guarantee
गुणग्राही,Qualitative
गुदगुदाना,Tickling
गुदगुदी,Tickle
गुलाबी,rose
गूंजना,Echo
गेय,Lyrical
गोलमटोल,squab
गौर,Gaur
ग्रस्तता,Obsession
ग्रहणशील,Receptive
ग्रहणकरना,To receive
घूसदेना,to bribe
चंगा,Healed
चंचल,Agile
चकाचौंधा,Dazzle
चकाचौंध,Dazzle
चकित,Surprised
चकितकरना,to surprise
चतुरता,Cleverness
चतुराई,Shrewdness
चपलता,Agility
चमकदार,Shiny
चमकना,shine
चमकीला,Bright
चमक,Shine
चमकदमक,Glitter
चमत्कारपूर्ण,Miraculous
चमत्कारपूर्वक,Miraculously
चमत्कारिक,Miracle
चमत्कारिक,Miracle
चमत्कारी,Miraculous
चमत्कार,Miracle
चयनात्मक,Selective
चालाकी,Trick
चालाक,clever
चाव,Fervor
चाहे,Whether
चिंताशील,Anxious
चिकना,Smooth
चिकनी,Smooth
चिपट,Cling
चिरस्थायी,Everlasting
चुप,quiet
चुस्ती,Agility
चुस्त,Tight
चैंपियन,the champion
चौंकाने,Astounding
चौकस,Vigilant
छन्दबद्ध,Filtered
छुड़ाना,Wean off
छूट,concession
जबड़े,Jaws
जयकार,Cheer
जयघोष,Jayghosh
जयध्वनि,Jaidhavani
जल्दबाज़ी,Hurry
जवाबीहमला,Reply
जवाहरात,Jewels
जशन,Jashan
जश्नमनाना,To celebrate
ज़मानत,Surety
ज़ाहिरदार,Grandstand
ज़िंदादिली,Vivacity
जागरूक,Aware
जादुई,Magical
जादू,Magic
जानकार,Knowledgeable
जानालाजिमी,Known
जान,life
जिम्मेदारी,The responsibility
जीतता,Wins
जीतना,win
जीतने,Win
जीता,Won
जीत,win
जीवंत,Lively
जुटना,To gather
जुर्माना,Penalty
जैसा,As
जोखिममुक्त,risk free
जोड़नेवाला,Integrator
जोशीला,Venturesome
जोश,passion
जोशख़रोश,Thrill
ज्वलंत,Fiery
झिलमिलाता,Shimmering
झुनझुनी,Tingling
टिकाऊ,Lasting
टोलफ्री,toll free
ट्रम्प,Trump
ट्रेंडी,Trendy
ट्रॉफ़ी,Trophy
ठग,the con
ठाठ,Chic
ठीक,Fine
ठीककरना,To correct
ठीकदिखने,Fine showing
ठीकप्रकार,Well type
ठोस,Solid
डींग,Brag
ढील,Relaxation
तगड़ा,Strong
तजरबाकार,Knowingly
तप,Tenacity
तर्कशीलता,Gumption
तर्कसंगत,Rational
तर्क,Argument
तसल्लीब्ख़्श,Consolation
तहेदिल,Wholehearted
ताज़ा,Fresh
ताज़ाकरना,Refresh
ताजा,Fresh
तानाशाही,Dictatorship
तारकीय,Stellar
तारीफ,praise
तार्किक,Logical
तीव्रता,The intensity
तीव्र,Intense
तुरन्त,Immediately
तृप्तिदायी,Satisfying
तेजस्वी,Stunning
तेज़ी,Speed
तेज़,Fast
तेजी,Fast
तेज,fast
तैयार,ready
दमभरनेवाला,Powerful
दयालुता,Kindness
दयालु,compassionate
दया,Mercy
दरार,Crack
दर्दसेमुक्त,pain free
दानकर्ता,Donor
दिमागउड़ा,Mind-blowing
दिलकश,Savory
दिलचस्प,Interesting
दिली,Heartfelt
दिलेरी,Spunk
दिलसे,From the heart
दिव्य,The divine
दीप्ति,Brilliance
दुबला,Lean
दुर्जेय,Formidable
दूरदर्शिता,Foresight
दृढ़तापूर्वक,Firmly
दृढ़ता,Firmness
दृढ़,Firm
दृढ़रहना,To persevere
देवतुल्य,Godlike
देवदूत,The angel
देवरूप,Form
देशभक्तिपूर्ण,Patriotic
देशभक्त,Patriot
दैवीकरण,Divine
दोषरहित,Lossless
दौलतमन्द,Wealthy
द्वेषी,Spiteful
धनी,The rich
धन्यवाद,Thank you
धर्मार्थ,Charitable
धर्म,religion
धारणीय,Sustainable
धाराप्रवाह,Fluent
धार्मिकता,Righteousness
धार्मिक,Religious
धीर,Halcyon
धूलसासस्ता,Dust dust
धैर्यपूर्वक,Patiently
धैर्य,Patience
ध्यानदेने,Pay attention
नखलिस्तान,Oasis
नजाकत,Exquisitely
नम्रता,Meekness
नम्र,Meek
नया,new
नरम,Soft
नवसिखुआ,the Apprentice
नवीकृत,Renewed
नवीनता,Newness
नाजुक,Fragile
नायक,hero
नायिका,The heroine
निडर,fearless
निधि,Fund
निपुण,Perfect
निरंतरता,Continuation
निर्णायक,Decisive
निर्दोषता,Innocence
निर्दोषिता,Innocence
निर्दोष,Innocent
निर्भीक,Bold
निर्मल,Soft
निर्विवाद,Indisputable
निविदा,Tender
निश्चितता,Certainty
निष्कलंक,Clean
निष्ठावान,Sincere
निष्ठा,Allegiance
निष्पक्षता,Fairness
निष्पक्षता,Fairness
निष्पक्ष,Fair
निस्संदेह,Of course
निहायत,Grossly
निहार,Admire
नीरव,Noiseless
नेकनीयत,Well-intentioned
नेकी,Righteous
नेक,Noble
नेतृत्व,Leadership
नेत्रपकड़ने,Eyelashes
नैतिकता,Morality
नैतिक,Moral
नौगम्य,Navigable
न्यायपूर्वक,Justly
न्यायसंगत,Justified
पठनीय,Readable
पतली,Thin
पदोन्नत,Promoted
परमानंद,Ecstasy
परमसुखी,Good-looking
पराक्रमी,Mighty
पराक्रम,Might
पराजित,Defeated
परिपक्वता,Maturity
परिपक्व,Mature
परिश्रम,hard work
परिष्कृत,Sophisticated
परिहार,Avoidance
परेशानी,Trouble
परोपकारी,Philanthropist
परोपकार,Charity
पर्याप्त,Enough
परभरोसा,trust on
परहावी,Dominating
पवित्र,Holy
पसँघा,Ribbon
पसंदीदा,the favorite
पसंद,like
पहचान,recognise
पहुंचयोग्य,Accessible
पात्रता,Eligibility
पाने,Get
पारदर्शी,Transparent
पारिश्रमिक,Remuneration
पारकर,Parker
पीटा,Beaten up
पीड़ारहित,Painless
पीड़ाहीनता,Painlessness
पीनापिलाना,drink drank
पुण्य,Saintly
पुनः प्रवर्तन,Revival
पुनर्गठन,Reorganization
पुनर्जागरण,Renaissance
पुन: जीवित करना,to reborn
पुन: पुष्टि,Reconfirmation
पुरस्कार,Award
पुलकित,Pulkit
पुष्टि,Confirmation
पुष्टि करना,To confirm
पूजना,Worship
पूरक,Complement
पूरा,complete
पूराकरना,to complete
पूरित,Complemented
पूरीबारीकी,Whole family
पूर्णता,Perfection
पूर्ति,Supply
पृष्ठांकित,Endorsed
पेशेवरों,The pros
पॉलिश,Polished
पोर्टेबल,Portable
पोषण,Nutrition
पोषित,Cherished
पौष्टिक,Nutritious
प्यारा,The lovely
प्यारी,Lovely
प्यार,love
प्यारकरता,He loves
प्यारकरते,Do love
प्यारबचाना,Sell ​​love
प्रकाशयुक्त,Luminous
प्रकुल्ल,Sprightly
प्रख्यात,Noted
प्रगतिशील,Progressive
प्रगति,Progress
प्रचंड,Wanton
प्रचण्डतापूर्वक,Fiercely
प्रचलित,Popular
प्रचुरता,Sufficiency
प्रचुर,Plenty
प्रतिबद्धता,The commitment
प्रतिभावान,Talented
प्रतिभाशाली,Brilliant
प्रतिभा,Talent
प्रतियोगी,The contestant
प्रतिष्ठा,Prestige
प्रतिष्ठित,Distinguished
प्रतिस्थापन,Replacement
प्रबंधनीय,Manageable
प्रबोधन,Enlightenment
प्रभावशालिता,Effectiveness
प्रभावशाली,Impressive
प्रभावित,influenced
प्रभावी,Effective
प्रभावोत्पादक,Effective
प्रभाव,effect
प्रभुत्व,The dominion
प्रभुत,God
प्रमुखता,Prominence
प्रमुख,Chief
प्रवीण,Proficient
प्रशंसकों,The fans
प्रशंसक,The fan
प्रशंसनीय,Praiseworthy
प्रशंसापूर्ण,Complimentary
प्रशंसापूर्वक,Appreciatively
प्रशंसा,appreciation
प्रशंसित,Acclaimed
प्रशस्त,Expansive
प्रसंविदा,Covenant
प्रसन्नचित्त,Happy
प्रसन्नचित,Happy
प्रसन्नतापूर्वक,Happily
प्रसन्न,Glad
प्रसिद्धि,The fame
प्रसिद्ध,Famous
प्राणपोषक,Exhilarating
प्राप्य,Obtainable
प्रामाणिक,Authentic
प्रियता,Dearness
प्रिय,Dear
प्रेमी,the lover
प्रेरणादायक,Inspiring
प्रेरणा,Inspiration
प्रेरित,Inspired
प्रोत्साहक,Promoter
प्रोत्साहन,Encouragement
प्रोत्साहित,Encouraged
प्रोविडेंस,Providence
प्लश,Plush
फलदायक,Fruitful
फलफूल,Booming
फ़रिश्ता,Angel
फायदे,Advantage
फुर्ती,Quick
फुसलाना,To entice
फेलिसिटी,Felicity
फैशन,Fashion
बंदीबनाना,to arrest
बकाया,Outstanding
बचत,Savings
बड़ीक्षमता,large capacity
बड़ेपैमाने,Large scale
बढ़ना,to grow
बढ़ाता,Enhances
बढ़ाना,raise up
बढ़ावा,Boost
बधाई,Congratulations
बयाना,Earnest
बयार,Wind
बहादुरी,Bravery
बहादुर,Brave
बहाल,resumed
बहाव,The flow
बहुतायत,Abundance
बहुमुखी,Versatile
बहुमुखी,Versatile
प्रतिभा,Talent
बहुमुल्य,Precious
बहुश्रुत,Erudite
बहुउद्देशीय,Multipurpose
बानगी,Hallmark
बिनाशर्त,Unconditional
बुद्धिमत्ता,Intelligence
बुद्धिमानी,Intelligence
बुद्धिमान,intelligent
बुद्धिसंगत,Intelligent
बुद्धि,wisdom
बेगरज,Uninterested
बेगुनाह,Innocent
बेचान,Endorsement
बेजोड़,Matchless
बेदाग,Immaculate
बेधड़क,Fearlessly
बेनिशान,Benishan
बेफिक्र,Careless
बेहतरीन,The best
बेहतर,Better
बोधगम्य,Understandable
बोनस,Bonus
भक्त,Devotee
भद्रता,Vulgarity
भयानक,Scary
भय,Fear
भरोसेमंद,Trustworthy
भरोसे,Trust
भलमनसी,Nobility
भलाई,Goodness
भलीभाँति,Well
भविष्य,Future
भव्यतापुर्वक,Grandly
भव्यता,Grandeur
भव्य,Grand
भाग्यवश,Fortunately
भाग्यशाली,Fortunate
भाग्य,luck
भाररहित,without weight
भावपूर्ण,Soulful
भावुकता,Sentimentality
भेद,Distinction
भोर,Dawn
भ्रातृसदृश,Fraternal
मंजूरी,Clearance
मंत्रमुग्ध,Charmed
मंद,Dim
मगन,Merry
मग्न,Delighted
मजबूती,Strength
मजबूत,strong
मज़बूती,Strength
मज़ा आया,Had fun
मजाक,joke
मणि,Mani
मदद,help
मधुरता,Sweetness
मनभावना,Pleasant
मनभावन,Pleasing
मनमौजी,Temperamental
मनाना,celebrating
मनुहार,Grace
मनोरंजक,Entertaining
मनोरंजन,entertainment
मनोरम,Captivating
मनोहन,Engaging
मनोहर,Charming
मस्त,Easy Going
महत्त्वाकांक्षी,Ambitious
महत्वपूर्ण,Important
महानता,Greatness
महान,great
महामहिम,Your excellency
महिमा,glory
मातकरना,Outperform
माननीय,Honourable
मानवोचित,Humane
मानार्थ,Complimentary
माना,agreed
मामूली,Minor
मार्गदर्शन,Guidance
मार्मिक,touching
मास्टरपीस,Masterpiece
मास्टर,master
मिठास,Sweetness
मितव्ययता,Frugality
मितव्ययी,Frugal
मित्रता,Friendship
मित्रभाव,Friendship
मित्रवत,Friendly
मिलनसार,Accommodating
मिलाना,To match
मीठा,sweet
मीठाकरना,Sweeten
मुक्ति,Liberation
मुक्त,Free
मुग्ध,Enchanted
मुदित,Mudit
मुद्दामुक्त,Free of charge
मुफ़ीद,Friendly
मुमकिन,Possible
मुश्किल,Hard
मुस्कराकर,Smilingly
मुस्कान,smile
मुस्कुरा,Smiling
मुस्तैदी,Promptness
मूल्यवान,Valued
मूल्यांकन,Evaluation
मूसलधार,Torrential
स्वागत,welcome
सुधार,improvement
मेलजोल,liaison
मेहनती,Hardworking
मेहमाननवाज,Hospitable
मोचन,Redemption
मोहक,Seductive
मोहित,enamoured
मोह,Love
मौलिकता,Originality
यक़ीनदिलाना,Sure
यथायोग्य,As appropriate
यथार्थवादी,Realistic
यथार्थ,TRUE
यथेष्ट,Enough
यथोचित,As appropriate
यशस्वी,Celebrity
यश,Fame
यादगार,Memorable
युवा,Young
योगदान,Contribution
योग्यता,worth
योग्य,Suitable
रंगीन,Colorful
रक्षक,Protector
रक्षात्मक,Defensive
रक्षाकरना,To protect
रचनात्मक,Creative
रमणीय,Delightful
रमणीरंजनतापूर्वक,Delightfully
रसिक,play boys
रसीला,Lush
रहस्योद्घाटन,Revelation
राजनयिक,Diplomat
राजसी,Princely
राहत,relief
रिकॉर्ड,The record
रिझाना,Make up
रिवीर,Revir
रिहाकरना,To Release
रुको,Wait
रूमानी,Romantic
रॉकसितारों,Rock stars
रॉकस्टार,Rock Star
रोगी,Patient
रोचक,Interesting
रोमांचकारी,Thrilling
रोमांचित,Thrilled
रोमांचित,Thrilled
रोमांच,The thrill
रोमानी,Romantic
रोशन,Illuminating
लंबेसमय,Long time
लगातार,continuously
लचीलापन,Flexibility
लचीला,Flexible
लय,Rhythm
ललक,Ardor
बचत,Savings
लाड़प्यार,pampering
लाभकारी,Beneficial
लाभदायक,Profitable
लाभप्रद,Beneficial
लाभार्थी,Beneficiary
लाभ,Benefit
लायक,Worth
लालित्य,Elegance
लुभाते,Wooing
लुभाना,Tempt
लुभावना,Captivating
वकालत,Advocacy
वकील,lawyer
वफादार,loyal
वर्धित,Enhanced
वसूली,Recovery
वहन,affordable
वांछनीय,Desirable
वाकपटुता,Eloquence
वाग्मिता,Eloquence
वादा,promise
वापसी,The return
वापस,back
वार्मर,Warmer
वास्तविक,Actual
वाहवाही,Bravado
विख्यात,Noted
विचारपूर्वक,Thoughtfully
विचारशील,Thoughtful
विचित्र,Bizarre
विजयी,Victorious
विजय,victory
विजेताओं,Winners
विजेता,the winner
विद्युतीकरण,Electrification
विधिवत्,Lawfully
विनम्रता,Modesty
विनम्र,Polite
विनयपूर्वक,Modestly
विनय,Vinay
विनीत,Respectful
विनोदपूर्ण,Humorous
विनोदपूर्वक,Humorously
विनोदी,Sportive
विपुल,Full
विभूतिमान,Vibrant
विभूषित,Adorned
विभोर,Vibhor
वियोज्य,Separable
विलक्षण,Singular
विलासिता,Luxury
विलासी,Luxurious
विलास,Luxury
विविधता,Diversity
विविध,Diverse
विवेकी,Prudent
विवेक,Discretion
विशाल,Vishal
विशिष्ट,Specific
विशेषकर,Especially
विशेषाधिकार,Privilege
विशेषाधिकृत,Privileged
विश्ववस्तता,Fidelity
विश्वसनीय,Reliable
विश्वासपूर्वक,Assuredly
विश्वास,believe
विश्वप्रसिद्ध,world famous
विस्तृत,Detailed
विस्मय,Astonishment
विस्मित,Amaze
वीरतापूर्ण,Heroic
वीरतापूर्वक,Heroically
वीरता,Valor
वीर,Brave
वृद्धि,Growth
वैध,Valid
वैभवशाली,Magnificent
वैभव,Grandeur
वैषम्यता,Contrast
व्यक्तिगत,Personal
व्ययसाध्यता,Expense feasibility
व्यवसायिक,Professional
व्यवहारक्षम,Workable
व्यापक,Comprehensive
व्यावहारिक,Practical
शक्तिशाली,The powerful
शक्ति,Power
शांतिदायक,Restful
शांतिप्रिय,Peace loving
शांति,Om Shanti Om
शांतिसैनिकों,Peacekeepers
शांत,The quiet
शांत,The quiet
शानदार,Amazing
शानदार,Amazing
शान्ति,Peace
शान,pride
शालीनता,Decency
शाही,Royal
शिक्षाप्रद,Instructive
शिक्षित,Educated
शिखर,The peak
शिलावृष्टि,Lithography
शिष्टता,Courtesy
शिष्ट,Decent
शीघ्रता,Quickness
शीघ्र,Soon
शीतल,soft
शीर्षबिंदु,Zenith
शीर्ष,Top
शीर्षगुणवत्ता,Top quality
शीर्षपायदान,Top pay
शुक्र,Venus
शुद्धता,Accuracy
शुद्ध,Pure
शुद्धकरना,purify
शुभचिंतकों,Well wishers
शुभ,good
शूरवीरता,Bravery
शैली,The style
शोकहारा,Restful
शोधन,Rectification
शोर,Noise
शौक़ीन,Fancier
श्रद्धांजलि,tribute
श्रद्धालु,Faithful
श्रद्धा,reverence
श्रव्य,Audio
श्रेष्ठता,Superiority
संक्षिप्त,brief
संगत,Company
संजोना,Cherish
संतुलित,Balanced
संतुष्टि,Satisfaction
संतुष्ट,Satisfied
संतुष्ट करना,to satisfy
संतोषजनक,Satisfactory
संतोषजनक,Satisfactory
संतोषप्रद,Satisfactory
संतोष,Satisfaction
संत,Saint
संपन्न,Done
संबंध,relation
संभव,possible
संवारना,sprucing up
संवेदनशील,Sensitive
सकारात्मक,Affirmative
सकौशल,Efficient
सक्रिय,Active
सक्षम,capable
सघन,Dense
सच्चाई,truth
सच्चा,TRUE
सजीला,Stylish
सजीव,Live
सज्जन,gentleman
सतर्कता,Alertness
सतीत्व,Sattivata
सतेज,Satej
सत्कार,Welcome
सत्यवादिता,Truthfulness
सत्यसाधनीय,Truthful
सत्य,truth
सदाचार,virtue
सनसनीखेज,Sensational
सनसनी,Sensation
सन्तुष्ट,Contented
सन्धिप्रस्ताव,Treaty proposal
सप्रेम,with love from
सफलताएँ,The successes
सफलताओं,Successes
सफलतापूर्वक,Successfully
सफलता,Success
सफल,Successful
सफाई,clean
सबसे,from all
आसान,easy
तेजी,Fast
सब्सिडी,Subsidy
सभ्यता,Civilization
सभ्य,Decent
सभ्य,Decent
समझदार,understanding
समझाना,explain
समतुलित,Equivalent
समयनिष्ठ,Punctual
समय,time
सम्मानित,Honored
समर्थक,Supporter
समर्थन,Support
समर्थन,Support
समर्थित,Supported
समर्पित,Dedicated
समाधानकारी,Conciliatory
समाधान,Solution
समाप्त,End
समायोज्य,Adjustable
समृद्धिशाली,Prosperous
समृद्धि,prosperity
समृद्ध,Prosperous
सम्मानित,Honored
सम्मान,The honor
सम्मोहन,Hypnosis
सरगर्मी,Stirring
सरलतापूर्वक,Easily
सरलता,Simplicity
सरलीकृत,Simplified
सरल,easy
सरल,easy
सरस,Saras
सराहना,Appreciation
सराहनीय,Admirable
सरोष,Sarosh
सर्वोच्चतापूर्वक,Supremely
सर्वोच्चता,Supremacy
सर्वोच्च,Top
सर्वोपरि,Paramount
सलामी,Salute
सशक्तिकरण,Empowerment
सस्ता,Cheap
सस्ती,Cheap
सहकारी,Cooperative
सहजता,Naturalness
सहज,Spontaneous
सहनीय,Tolerable
सहमत,Agree
सहानुभूति,Sympathy
सहायक,Assistant
सही,right
सांत्वना,The consolation
सांस,Breath
साख,Credit
साज़िश,Intrigue
सादगी,Simplicity
साधनसंपन्न,Resourceful
साधुता,Saintliness
साफ,clean
साबित,Proved
सामंजस्यपूर्ण,Harmonious
सामंजस्य,Harmony
सामान्यबुद्धि,Common sense
सार्थक,meaningful
सावधानी,Caution
साहसिक,The adventure
साहसी,Courageous
साहस,courage
सिफारिशों,Recommendations
सिफारिश,Recommendation
सिलेंडर,Cylinder
सीधापन,Straightforwardness
सीधा,Straight
सीधा,Straight
सीधासादा,down to heart
सीधी,Straight
सुंदरता,Beauty
सुंदर,beautiful
सुखद,Pleasant
सुखपूर्वक,Happily
सुख,happiness
सुगंधित,Scented
सुगमता,Easiness
सुगम,Facile
सुडौल,Shapely
सुदर्शन,Sudarshan
सुधारना,Improve
सुधारा,Rectified
सुधारों,The reforms
सुधार,improvement
सुनहरा,The golden
सुन्दरता,Beauty
सुन्दर,Beautiful
सुपर,Super
सुरक्षा,Security
सुरक्षित,Safe
सुरक्षित,Safe
सुरम्य,Picturesque
सुरुचिपूर्ण,Elegant
सुलभ,Accessible
सुलह,Reconciliation
सुलह,Reconciliation
सुवक्ता,Eloquent
सुविधाजनक,Convenient
सुविधापूर्वक,Conveniently
सुविधा,Facility
सुविधा,Facility
सुशिक्षित,Well educated
सुशीलता,Soundness
सुसंगत,Relevant
सूक्ष्मता,Precision
सूक्ष्म,Subtle
सूचित,Inform
अधिक,more
बेहतर,Better
उम्मीद,hope
सैद्धांतिक,Theoretical
सोना,Gold
सौंदर्य,Beauty
सौंपना,Hand over
सौदा,The deal
सौहार्दपूर्ण,Amicable
सौहार्द,Harmony
स्टेनलेस,Stainless
स्तुति,Praise
स्थिरता,Stability
स्थिर,Fixed
स्थिर,Fixed
स्नातकोत्तर,Postgraduate
स्नेही,Affectionate
स्नेह,love
स्पंदन,Flutter
स्पष्टतापूर्वक,Clearly
स्पष्टता,Clarity
स्पष्टवादी,Candid
स्पष्ट,clear
स्पष्टरूप,Clearly
स्पृहणीयतापूर्वक,Affectionately
